ID,TYPE,SYMBOL,COMPANY,INDUSTRY,EXCHANGE,ENTRYPRICE,TARGETPRICE,STRIKEPRICE,STOPLOSS,POTENTIALRETURN,STARTDATE,HOLDPERIOD,RISK,STATUS,PICKPOSITION,CLOSEDATE,CLOSEREASON,PERCENTGAIN,CLOSEDEMAILSENT,LASTTRADE,UNDERLYING_STOCK_SYMBOL,PORTFOLIOGAIN,COMMENTS,,QPICK,STARTDATETEMP
73987,Buy Calls,FSLR,FSLR Jan 15 2021 110 Call,,,3.45,4.95,110,1.3,,2020-12-22,,,ACTIVE,Closed,2020-12-28,TARGET REACHED,44,YES,,FSLR,440,"Monster opportunity here, we move out to Jan strike. ",,NO,NULL
73989,Buy Calls,FSLY,FSLY Dec 31 2020 110 Call (Weekly),,,3.8,7.4,110,0.9,,2020-12-18,,,ACTIVE,Closed,2020-12-18,STOPPED OUT,-67,YES,,FSLY,-670,FSLY is itching to explode and CRWD is leading the way.  Look for FSLY to follow now.  Monster move in play.,,NO,NULL
74047,Buy Calls,FSLY,FSLY Oct 16 2020 105 Call,,,3.5,4.55,105,1.3,,2020-10-05,,,ACTIVE,Closed,2020-10-06,TARGET REACHED,30,YES,,FSLY,300,Quick trade.,,NO,NULL
73796,Buy Calls,FSLY,FSLY Sep 17 2021 45 Call,,,2.25,2.73,45,0.85,,2021-08-09,,,ACTIVE,Closed,2021-08-10,TARGET REACHED,58,YES,,FSLY,580,Strong price activity and trigger here.  We do move out to Sep however for this trade.,,NO,NULL
74018,Buy Calls,FSR,FSR Dec 18 2020 20 Call,,,1.84,2.08,20,0.51,,2020-11-13,,,ACTIVE,Closed,2020-11-25,TARGET REACHED,13,YES,,FSR,130,We move all the ay out to Dec 18 strike for this one but FSR offers so much opportunity.,,NO,NULL
73998,Buy Calls,FTCH,FTCH Jan 15 2021 65 Call,,,2.61,3.45,65,1,,2020-12-08,,,ACTIVE,Closed,2020-12-18,TARGET REACHED,32,YES,,FTCH,320,FTCH has another 15% in it before resting.,,NO,NULL
73798,Buy Calls,FUBO,FUBO Aug 20 2021 28.5 Call,,,1.6,2.2,28.5,0.5,,2021-08-05,,,ACTIVE,Closed,2021-08-09,TARGET REACHED,38,YES,,FUBO,380,Beauty of a trigger and technical setup here.,,NO,NULL
73975,Buy Calls,FUBO,FUBO Jan 29 2021 37 Call (Weekly),,,2.24,4.5,37,0.5,,2021-01-07,,,ACTIVE,Closed,2021-01-12,TARGET REACHED,102,YES,,FUBO,1020,The short squeeze for days will be on for FUBO,,NO,NULL
73969,Buy Calls,FUBO,FUBO Jan 29 2021 45 Call (Weekly),,,3.4,1.32,45,1.4,,2021-01-13,,,ACTIVE,Closed,2021-01-13,STOPPED OUT,-61,YES,,FUBO,-610,"FUBO is triggering again.  60% short float, price activity has this exploding short term again.  $50 is not out of the question very soon. ",,NO,NULL
73829,Buy Calls,FUBO,FUBO Jul 16 2021 35 Call,,,1.39,2.5,35,0.5,,2021-06-30,,,ACTIVE,Closed,2021-07-02,STOPPED OUT,-55,YES,,FUBO,-550,FUBO is ready to launch,,NO,NULL
73851,Buy Calls,FUBO,FUBO Jun 18 2021 32 Call,,,1.72,2.25,32,0.6,,2021-06-04,,,ACTIVE,Closed,2021-06-07,TARGET REACHED,31,YES,,FUBO,310,FUBO about to get loose into next week.,,NO,NULL
73890,Buy Calls,FUBO,FUBO May 21 2021 22.5 Call,,,2.05,2.7,22.5,0.75,,2021-04-22,,,ACTIVE,Closed,2021-04-27,TARGET REACHED,32,YES,,FUBO,320,Monster move brewing here....,,NO,NULL
73781,Buy Calls,FUBO,FUBO Sep 17 2021 28 Call,,,1.35,2,28,0.5,,2021-08-23,,,ACTIVE,Closed,2021-08-25,TARGET REACHED,48,YES,,FUBO,480,Looking explosive.,,NO,NULL
73860,Buy Calls,FUTU,FUTU Jun 18 2021 155 Call,,,5,7,155,2.2,,2021-05-26,,,ACTIVE,Closed,2021-06-01,TARGET REACHED,40,YES,,FUTU,400,"The chart; amazing,  This has another 15% written all over it and with ease.  Just need the follow through but looks great and we've been watching this all session. ",,NO,NULL
74099,Buy Calls,GDX,GDX Aug 21 2020 47.5 Call,,,1.05,2.1,47.5,0.41,,2020-08-05,,,ACTIVE,Closed,2020-08-05,STOPPED OUT,-64,YES,,GDX,-640,Next up....,,NO,NULL
73789,Buy Calls,GILD,GILD Sep 17 2021 72.5 Call,,,0.97,1.45,72.5,0.25,,2021-08-12,,,ACTIVE,Closed,2021-08-17,TARGET REACHED,49,YES,,GILD,490,"Price activity, value, breakout technical just so strong with GILD right now. ",,NO,NULL
73916,Buy Calls,GM,GM Apr 1 2021 65 Call (Weekly),,,1.34,2.7,65,0.3,,2021-03-18,,,ACTIVE,Closed,2021-03-18,STOPPED OUT,-73,YES,,GM,-730,Quick trade breakout.,,NO,NULL
73963,Buy Calls,GM,GM Feb 19 2021 60 Call,,,2.1,3.6,60,0.25,,2021-01-21,,,ACTIVE,Closed,2021-02-10,STOPPED OUT,-57,YES,,GM,-570,GM has triggered and we have a move in the 60's short term.,,NO,NULL
73971,Buy Calls,GM,GM Jan 29 2021 50 Call (Weekly),,,1.15,2.55,50,0.45,,2021-01-12,,,ACTIVE,Closed,2021-01-13,TARGET REACHED,122,YES,,GM,1220,Beautiful short term opportunity.,,NO,NULL
73918,Buy Calls,GNOG,GNOG Apr 16 2021 22.5 Call,,,1.35,2.4,22.5,,,2021-03-16,,,ACTIVE,Closed,2021-03-16,STOPPED OUT,-100,YES,,GNOG,-1000,Beautiful breakout point.,,NO,NULL
74051,Buy Calls,GOGO,GOGO Oct 16 2020 11 Call,,,0.6,1.1,11,0.15,,2020-09-29,,,ACTIVE,Closed,2020-09-29,STOPPED OUT,-73,YES,,GOGO,-730,Monster move in GOGO developing.  Quick trade.,,NO,NULL
74060,Buy Calls,GRWG,GRWG Oct 16 2020 20 Call,,,0.75,1.5,20,0.15,,2020-09-16,,,ACTIVE,Closed,2020-09-16,STOPPED OUT,-77,YES,,GRWG,-770,Big technical setup and $20 is in play short term.,,NO,NULL
74098,Buy Calls,GS,GS Aug 14 2020 210 Call (Weekly),,,2.1,3,210,0.75,,2020-08-06,,,ACTIVE,Closed,2020-08-10,TARGET REACHED,43,YES,,GS,430,Breakout....,,NO,NULL
74092,Buy Calls,GS,GS Aug 21 2020 222.5 Call,,,2.05,4.1,222.5,0.75,,2020-08-11,,,ACTIVE,Closed,2020-08-11,STOPPED OUT,-61,YES,,GS,-610,Quick trade,,NO,NULL
73833,Buy Calls,IWM,IWM Jul 16 2021 237 Call,,,1.85,3.7,137,0.35,,2021-06-25,,,ACTIVE,Closed,2021-06-25,STOPPED OUT,-66,YES,,IWM,-660,An absolute monster rip setting up in IWM,,NO,NULL
73862,Buy Calls,IWM,IWM Jun 18 2021 227 Call,,,2.49,3.47,227,0.94,,2021-05-25,,,ACTIVE,Closed,2021-05-27,TARGET REACHED,39,YES,,IWM,390,IWM brewing for a breakout here.,,NO,NULL
73891,Buy Calls,IWM,IWM May 21 2021 227 Call,,,3.37,4.74,227,1.3,,2021-04-21,,,ACTIVE,Closed,2021-04-22,TARGET REACHED,41,YES,,IWM,410,So much room to rally higher with IWM,,NO,NULL
73880,Buy Calls,IWM,IWM May 21 2021 228 Call,,,2.6,4.55,228,0.9,,2021-05-04,,,ACTIVE,Closed,2021-05-04,STOPPED OUT,-59,YES,,IWM,-590,Great value here.,,NO,NULL
73888,Buy Calls,IWM,IWM May 21 2021 230 Call,,,2.98,4.1,230,1,,2021-04-23,,,ACTIVE,Closed,2021-04-26,TARGET REACHED,38,YES,,IWM,380,IWM going for next level breakout and believe this is a beauty of a setup for next week.,,NO,NULL
74029,Buy Calls,IWM,IWM Nov 20 2020 160 Call,,,3.01,4.72,160,1.35,,2020-11-02,,,ACTIVE,Closed,2020-11-03,TARGET REACHED,57,YES,,IWM,570,IWM has been showing strong call activity.  We join in here.,,NO,NULL
73775,Buy Calls,IWM,IWM Sep 17 2021 230 Call,,,2.04,2.49,230,0.7,,2021-08-27,,,ACTIVE,Closed,2021-09-02,TARGET REACHED,22,YES,,IWM,220,IWM clearing resistance here.,,NO,NULL
73903,Buy Calls,JBLU,JBLU May 21 2021 23 Call,,,1.05,2.1,23,0.45,,2021-04-06,,,ACTIVE,Closed,2021-04-06,STOPPED OUT,-60,YES,,JBLU,-600,JBLU getting explosive.,,NO,NULL
73817,Buy Calls,JD,JD Aug 20 2021 80 Call,,,2.17,3.95,80,0.4,,2021-07-15,,,ACTIVE,Closed,2021-07-15,STOPPED OUT,-73,YES,,JD,-730,JD triggering with a move into the 80's over the next few weeks.,,NO,NULL
73951,Buy Calls,JD,JD Feb 19 2021 100 Call,,,2.3,2.45,100,0.9,,2021-02-02,,,ACTIVE,Closed,2021-02-10,TARGET REACHED,7,YES,,JD,70,JD on the move to $100 short term.,,NO,NULL
74050,Buy Calls,JD,JD Oct 16 2020 82 Call,,,1.53,1.98,82,0.38,,2020-09-30,,,ACTIVE,Closed,2020-10-12,TARGET REACHED,29,YES,,JD,290,It's time for JD.  Beautiful price activity.,,NO,NULL
73911,Buy Calls,JETS,JETS Apr 16 2021 27 Call,,,0.65,0.82,27,0.21,,2021-03-25,,,ACTIVE,Closed,2021-03-30,TARGET REACHED,26,YES,,,260,JETS has triggered and we have an opportunity with JETS for a major bounce here.,,NO,NULL
74010,Buy Calls,JKS,JKS Dec 18 2020 75 Call,,,4.5,7.8,75,1.5,,2020-11-24,,,ACTIVE,Closed,2020-11-27,TARGET REACHED,73,YES,,JKS,730,Great entry point.,,NO,NULL
73852,Buy Calls,JMIA,JMIA Jun 18 2021 35 Call,,,1.63,3.3,35,0.5,,2021-06-03,,,ACTIVE,Closed,2021-06-03,STOPPED OUT,-58,YES,,JMIA,-580,Beauty of a trigger,,NO,NULL
74094,Buy Calls,JPM,JPM Aug 21 2020 105 Call,,,1.37,2.13,105,0.5,,2020-08-10,,,ACTIVE,Closed,2020-08-11,TARGET REACHED,-100,YES,,JPM,-1000,JPM has room towards $105 short term.,,NO,NULL
74078,Buy Calls,JPM,JPM Sep 11 2020 105 Call (Weekly),,,1.58,2.6,105,0.63,,2020-08-27,,,ACTIVE,Closed,2020-08-27,STOPPED OUT,-56,YES,,JPM,-560,Next up...,,NO,NULL
73772,Buy Calls,KWEB,KWEB Oct 1 2021 55 Call (Weekly),,,1.95,3.45,55,0.6,,2021-09-01,,,ACTIVE,OPEN,,,,NO,NULL,KWEB,NULL,We move out to Oct 1 for this trade but KWEB flagging with a monster breakout.,,NO,NULL
73871,Buy Puts,LMND,LMND Jun 4 2021 55 Put (Weekly),,,2.55,3.95,55,0.5,,2021-05-13,,,ACTIVE,Closed,2021-05-17,STOPPED OUT,-68,YES,,LMND,-680,LMND short term completely Broken,,NO,NULL
73889,Buy Calls,LULU,LULU May 7 2021 350 Call (Weekly),,,3.2,3.7,350,1.2,,2021-04-22,,,ACTIVE,Closed,2021-04-29,TARGET REACHED,16,YES,,LULU,160,"LULU quick trade, big breakout ",,NO,NULL
74001,Buy Calls,LVS,LVS Dec 18 2020 62 Call,,,1.03,2.1,62,0.38,,2020-12-03,,,ACTIVE,Closed,2020-12-08,STOPPED OUT,-64,YES,,LVS,-640,Breakout,,NO,NULL
73981,Buy Calls,LYFT,LYFT Jan 15 2021 52.5 Call,,,1.51,2.75,52.5,0.53,,2020-12-30,,,ACTIVE,Closed,2021-12-30,STOPPED OUT,-63,YES,,LYFT,-630,LYFT about to explode higher over the next week.,,NO,NULL
74096,Buy Calls,MGM,MGM Aug 21 2020 19.5 Call,,,0.85,2.75,19.5,0.27,,2020-08-07,,,ACTIVE,Closed,2020-08-10,TARGET REACHED,226,YES,,MGM,2260,Quick move and trade.  setup for early next week.,,NO,NULL
73870,Buy Calls,MGM,MGM Jun 18 2021 41 Call,,,1.12,1.92,41,0.51,,2021-05-14,,,ACTIVE,Closed,2021-05-18,TARGET REACHED,72,YES,,MGM,720,MGM has another 8 to 10% upside regardless of market activity over the next few weeks.,,NO,NULL
74066,Buy Calls,MLCO,MLCO Oct 16 2020 21 Call,,,0.85,1.7,21,,,2020-09-10,,,ACTIVE,Closed,2020-09-10,STOPPED OUT,-100,YES,,MLCO,-1000,Monster bull flow and we jump in for a quick trade.  Move out to Oct strike,,NO,NULL
73931,Buy Calls,MOS,MOS Mar 19 2021 32 Call,,,1.05,1.38,32,0.48,,2021-03-01,,,ACTIVE,Closed,2021-03-03,TARGET REACHED,10,YES,,MOS,100,"Extremely bullish activity taking place within MOS, especially options now being bought into the 40's short term. ",,NO,NULL
73923,Buy Calls,MRVL,MRVL Apr 16 2021 46 Call,,,1.54,2.58,46,0.5,,2021-03-09,,,ACTIVE,Closed,2021-03-09,TARGET REACHED,68,YES,,MRVL,680,"MRVL is exploding and the upside call volume, especially the 50's, on fire.  We want in. ",,NO,NULL
73818,Buy Calls,MRVL,MRVL Aug 20 2021 60 Call,,,1.27,2.55,60,0.51,,2021-07-14,,,ACTIVE,Closed,2021-07-14,STOPPED OUT,-57,YES,,MRVL,-570,MRVL is undervalued and has triggered with a price movement into the 60's over the next few weeks.,,NO,NULL
74064,Buy Calls,MRVL,MRVL Oct 16 2020 42 Call,,,1.07,1.15,42,0.51,,2020-09-14,,,ACTIVE,Closed,2020-10-06,TARGET REACHED,25,YES,,MRVL,250,Outstanding price activity taking place in MRVL and now we see upside movement and into the mid-40's range over the next few weeks.  We enter now.,,NO,NULL
73803,Buy Calls,MS,MS Aug 20 2021 100 Call,,,1.27,1.82,100,0.25,,2021-08-02,,,ACTIVE,Closed,2021-08-06,TARGET REACHED,49,YES,,MS,490,MS wants $100 plus,,NO,NULL
73814,Buy Calls,MS,MS Aug 20 2021 95 Call,,,1.64,2.75,95,0.61,,2021-07-20,,,ACTIVE,Closed,2021-07-21,TARGET REACHED,68,YES,,MS,680,Outstanding price activity and strong technicals / chart,,NO,NULL
73967,Buy Calls,MS,MS Feb 5 2021 80 Call (Weekly),,,1.44,2.4,80,0.35,,2021-01-14,,,ACTIVE,Closed,2021-01-14,STOPPED OUT,-75,YES,,MS,-750,Next short term opportunity.,,NO,NULL
73913,Buy Calls,MSFT,MSFT Apr 16 2021 245 Call,,,2.95,3.25,245,0.7,,2021-03-23,,,ACTIVE,Closed,2021-04-05,TARGET REACHED,10,YES,,MSFT,100,Quick trade opportunity,,NO,NULL
73901,Buy Calls,MSFT,MSFT Apr 30 2021 260 Call (Weekly),,,3.8,4.75,260,1.3,,2021-04-08,,,ACTIVE,Closed,2021-04-12,TARGET REACHED,50,YES,,MSFT,500,On the move into the 260's,,NO,NULL
73827,Buy Calls,MSFT,MSFT Jul 16 2021 280 Call,,,1.7,2.08,280,0.6,,2012-07-02,,,ACTIVE,Closed,2021-07-06,TARGET REACHED,22,YES,,MSFT,220,MSFT has triggered and we cannot wait for this trade and have decided to move forward now.,,NO,NULL
73819,Buy Calls,MSFT,MSFT Jul 30 2021 290 Call (Weekly),,,2.65,4,290,0.7,,2021-07-13,,,ACTIVE,Closed,2021-07-23,TARGET REACHED,13,YES,,MSFT,130,Breakaway trigger,,NO,NULL
73864,Buy Calls,MSFT,MSFT Jun 18 2021 255 Call,,,2.81,3.25,255,1,,2021-05-24,,,ACTIVE,Closed,2021-05-26,TARGET REACHED,68,YES,,MSFT,680,MSFT working out of it's base here.,,NO,NULL
74024,Buy Calls,MSFT,MSFT Nov 20 2020 232.5 Call,,,1.95,3.65,132.5,,,2020-11-09,,,ACTIVE,Closed,2020-11-09,STOPPED OUT,-100,YES,,MSFT,-1000,MSFT is headed to $235,,NO,NULL
73782,Buy Calls,MSFT,MSFT Sep 17 2021 310 Call,,,3.05,5.95,310,1.1,,2021-08-20,,,ACTIVE,Closed,2021-08-20,STOPPED OUT,-59,YES,,MSFT,-590,MSFT needs to be in our portfolio for the next few weeks.,,NO,NULL
74069,Buy Calls,MSFT,MSFT Sep 18 2020 225 Call,,,3.25,5.95,225,0.8,,2020-09-04,,,ACTIVE,Closed,2020-09-04,STOPPED OUT,-64,YES,,MSFT,-640,Setup nicely for early next week.,,NO,NULL
73875,Buy Calls,MT,MT May 21 2021 35 Call,,,0.64,1.05,35,0.2,,2021-05-10,,,ACTIVE,Closed,2021-05-13,STOPPED OUT,-73,YES,,MT,-730,"Great price activity, strong upside call volume.  Great momentum.  Quick trade!",,NO,NULL
74095,Buy Calls,MU,MU Aug 21 2020 51 Call,,,0.7,1.4,51,,,2020-08-10,,,ACTIVE,Closed,2020-08-10,STOPPED OUT,55,YES,,MU,550,MU price activity is on fire!,,NO,NULL
74016,Buy Calls,MU,MU Dec 18 2020 65 Call,,,1.3,2.09,65,0.5,,2020-11-16,,,ACTIVE,Closed,2020-11-23,TARGET REACHED,44,YES,,MU,440,MU has triggered and we have a strong move towards $65 in play short term.,,NO,NULL
74000,Buy Calls,MU,MU Dec 18 2020 76 Call,,,1.34,1.94,0.76,0.55,,2020-12-04,,,ACTIVE,Closed,2020-12-04,TARGET REACHED,45,YES,,MU,450,MU breakout towards $78,,NO,NULL
73953,Buy Calls,MU,MU Feb 19 2021 85 Call,,,1.72,3.45,85,0.75,,2021-02-01,,,ACTIVE,Closed,2021-02-04,STOPPED OUT,-56,YES,,MU,-560,MU looking for that base breakout here.  Call volume is hot this morning.,,NO,NULL
73939,Buy Calls,MU,MU Mar 5 2021 95 Call (Weekly),,,1.69,3,95,0.6,,2021-02-19,,,ACTIVE,Closed,2021-02-22,STOPPED OUT,-60,YES,,MU,-600,MU call volume is hot for next week expiration but we move out two weeks.,,NO,NULL
73813,Buy Calls,NCLH,NCLH Aug 20 2021 27 Call,,,0.98,1.44,27,0.43,,2021-07-21,,,ACTIVE,Closed,2021-07-21,TARGET REACHED,47,YES,,NCLH,470,Next opportunity here with NCLH gearing up with a move back towards 28 - 30 range,,NO,NULL
73797,Buy Calls,NCLH,NCLH Aug 27 2021 26 Call (Weekly),,,0.75,1.12,26,0.17,,2021-08-06,,,ACTIVE,Closed,2021-08-10,TARGET REACHED,50,YES,,NCLH,500,NCLH moving out to end of the month for this trade.  Great setup,,NO,NULL
73855,Buy Calls,NCLH,NCLH Jun 18 2021 34 Call,,,0.93,1.65,34,0.3,,2021-06-01,,,ACTIVE,Closed,2021-06-01,STOPPED OUT,-66,YES,,NCLH,-660,NCLH is breaking out of range.,,NO,NULL
73928,Buy Calls,NCLH,NCLH Mar 19 2021 36 Call,,,1.45,2.9,36,,,2021-03-03,,,ACTIVE,Closed,2021-03-03,STOPPED OUT,-100,YES,,NCLH,-1000,NCLH breakout towards $38 over the next week,,NO,NULL
73779,Buy Calls,NCLH,NCLH Sep 17 2021 27 Call,,,0.88,1.9,27,0.2,,2021-08-24,,,ACTIVE,Closed,2021-08-24,STOPPED OUT,-67,YES,,NCLH,-670,NCLH exploding and could be on it's way back towards $30 short term,,NO,NULL
73995,Buy Calls,NET,NET Dec 18 2020 85 Call,,,2.2,3.3,85,0.7,,2020-12-10,,,ACTIVE,Closed,2020-12-10,TARGET REACHED,50,YES,,NET,500,Quick breakout trade.,,NO,NULL
73980,Buy Calls,NET,NET Jan 15 2021 80 Call,,,1.94,3.95,80,0.61,,2021-01-04,,,ACTIVE,Closed,2021-01-06,STOPPED OUT,-68,YES,,NET,-680,First opportunity and we have NET which has fallen close to 10% over the last 6 sessions.  It's time for growth stock to come back into play.,,NO,NULL
73886,Buy Calls,NET,NET May 21 2021 95 Call,,,2.68,4.3,95,0.5,,2021-04-27,,,ACTIVE,Closed,2021-04-27,STOPPED OUT,-68,YES,,NET,-680,Monster!  NET is headed towards $100 over the next few weeks.  Call volume is indicating a sharp move higher as well.,,NO,NULL
74038,Buy Calls,NET,NET Nov 20 2020 70 Call,,,3.1,3.6,70,,,2020-10-14,,,ACTIVE,Closed,2020-11-06,TARGET REACHED,16,YES,,NET,160,We move out to Nov monthly strike and we have one of the strongest price\call volume stock in play right now.  Look for NET to rally towards $70 over the next few weeks.,,NO,NULL
74002,Buy Calls,NIO,NIO Dec 11 2020 47 Call (Weekly),,,2.5,4.5,47,0.8,,2020-12-02,,,ACTIVE,Closed,2020-12-09,STOPPED OUT,-68,YES,,NIO,-680,Quick trade.,,NO,NULL
73991,Buy Calls,NIO,NIO Dec 31 2020 50 Call (Weekly),,,2.05,3.75,50,0.5,,2020-12-16,,,ACTIVE,Closed,2020-12-16,STOPPED OUT,-62,YES,,NIO,-620,Breaking out here and $50 back in play short term.,,NO,NULL
74012,Buy Calls,NIO,NIO Dec 4 2020 56 Call (Weekly),,,2.3,3.9,55,0.9,,2020-11-23,,,ACTIVE,Closed,2020-11-23,TARGET REACHED,70,YES,,NIO,700,Quick trade,,NO,NULL
74009,Buy Calls,NIO,NIO Dec 4 2020 60 Call (Weekly),,,2.64,4.85,60,0.52,,2020-11-24,,,ACTIVE,Closed,2020-11-24,STOPPED OUT,-79,YES,,NIO,-790,Quick trade.,,NO,NULL
73954,Buy Calls,NIO,NIO Feb 12 2021 65 Call (Weekly),,,3.15,5.3,65,1.2,,2021-01-28,,,ACTIVE,Closed,2021-02-01,STOPPED OUT,-67,YES,,NIO,-670,Massive turn in NIO,,NO,NULL
73947,Buy Calls,NIO,NIO Feb 26 2021 65 Call (Weekly),,,2.1,3.5,NIO,0.75,,2021-02-08,,,ACTIVE,Closed,2021-02-09,TARGET REACHED,67,YES,,NIO,670,NIO showing absolute strength and perfect chart set up.  Should get explosive here.,,NO,NULL
73974,Buy Calls,NIO,NIO Jan 22 2021 65 Call (Weekly),,,2.13,4.95,65,0.8,,2021-01-08,,,ACTIVE,Closed,2021-01-11,TARGET REACHED,133,YES,,NIO,1330,NIO will be hot next week and we see another 10% from current price.,,NO,NULL
73966,Buy Calls,NIO,NIO Jan 29 2021 63 Call (Weekly),,,2.35,4.4,63,0.85,,2021-01-15,,,ACTIVE,Closed,2021-01-21,STOPPED OUT,-64,YES,,NIO,-640,Strong opportunity for a rip back higher.,,NO,NULL
73842,Buy Calls,NIO,NIO Jul 16 2021 50 Call,,,2.07,2.67,50,0.5,,2021-06-14,,,ACTIVE,Closed,2021-06-29,TARGET REACHED,29,YES,,NIO,290,Coming back with NIO again as triggers are igniting with a short term move towards $55,,NO,NULL
73863,Buy Calls,NIO,NIO Jun 18 2021 37.5 Call,,,1.25,2.1,37.5,0.45,,2021-05-24,,,ACTIVE,Closed,2021-05-25,TARGET REACHED,16,YES,,NIO,160,Next opportunity,,NO,NULL
73859,Buy Calls,NIO,NIO Jun 18 2021 40 Call,,,1.16,1.91,40,0.48,,2021-05-27,,,ACTIVE,Closed,2021-05-28,TARGET REACHED,65,YES,,NIO,650,NIO with so much strength.,,NO,NULL
73882,Buy Calls,NIO,NIO May 21 2021 42.5 Call,,,1.62,2.85,42.5,0.51,,2021-04-30,,,ACTIVE,Closed,2021-04-30,STOPPED OUT,-59,YES,,NIO,-590,Turn it...,,NO,NULL
74052,Buy Calls,NIO,NIO Oct 16 2020 22 Call,,,1.05,1.63,22,0.45,,2020-09-29,,,ACTIVE,Closed,2020-09-29,TARGET REACHED,55,YES,,NIO,550,Quick trade and breakout,,NO,NULL
73770,Buy Calls,NIO,NIO Sep 17 2021 42 Call,,,1.07,1.8,42,0.47,,2021-09-02,,,ACTIVE,OPEN,,,,NO,NULL,NIO,0,NIO has triggered with a short term opportunity.  Should see $43 - $45 within a weeks time if not sooner.,,NO,NULL
74044,Buy Calls,NVTA,NVTA Oct 16 2020 55 Call,,,1.1,1.62,55,0.5,,2020-10-07,,,ACTIVE,Closed,2020-10-08,TARGET REACHED,47,YES,,NVTA,470,Quick trade,,NO,NULL
73933,Buy Calls,ORCL,ORCL Mar 19 2021 68 Call,,,1.37,1.55,68,0.52,,2021-02-25,,,ACTIVE,Closed,2021-03-03,TARGET REACHED,13,YES,,ORCL,130,Breakout,,NO,NULL
73892,Buy Calls,ORCL,ORCL May 21 2021 82 Call,,,1.14,2.28,82,0.25,,2021-04-19,,,ACTIVE,Closed,2021-04-19,STOPPED OUT,-67,YES,,ORCL,-670,ORCL has triggered with a move into the mid 80's,,NO,NULL
73938,Buy Calls,PAGS,PAGS Mar 19 2021 65 Call,,,3,5,65,0.5,,2021-02-22,,,ACTIVE,Closed,2021-03-03,STOPPED OUT,-83,YES,,PAGS,-830,PAGS with a breakout and outstanding amount of upside call volume.,,NO,NULL
73982,Buy Calls,PENN,PENN Jan 8 2021 95 Call (Weekly),,,1.89,3.8,95,0.5,,2020-12-29,,,ACTIVE,Closed,2021-01-04,STOPPED OUT,-72,YES,,PENN,-720,Quick trade opportunity.,,NO,NULL
74027,Buy Calls,PENN,PENN Nov 20 2020 65 Call,,,2.25,3.65,65,0.93,,2020-11-04,,,ACTIVE,Closed,2020-11-05,TARGET REACHED,63,YES,,PENN,630,PENN is ready for a move towards $70 short term.,,NO,NULL
74063,Buy Calls,PENN,PENN Oct 2 2020 70 Call (Weekly),,,2.55,3.2,70,0.9,,2020-09-14,,,ACTIVE,Closed,2020-09-15,TARGET REACHED,8,YES,,PENN,80,Monster move and quick trade.,,NO,NULL
74055,Buy Calls,PENN,PENN Oct 2 2020 73 Call (Weekly),,,1.44,2.2,73,0.5,,2020-09-25,,,ACTIVE,Closed,2020-09-25,TARGET REACHED,53,YES,,PENN,530,"Outstanding price action, quick trade.",,NO,NULL
74070,Buy Calls,PENN,PENN Sep 18 2020 58 Call,,,2.58,3.2,58,0.9,,2020-09-03,,,ACTIVE,Closed,2020-09-08,TARGET REACHED,24,YES,,PENN,240,PENN has triggered and we see a quick move back towards $60,,NO,NULL
73800,Buy Calls,PFE,PFE Aug 20 2021 46 Call,,,0.54,0.83,46,0.15,,2021-08-03,,,ACTIVE,Closed,2021-08-04,TARGET REACHED,-58,YES,,PFE,-580,Clean breakout with strong upside momentum,,NO,NULL
73784,Buy Calls,PFE,PFE Sep 17 2021 55 Call,,,1.08,1.8,55,0.2,,2021-08-18,,,ACTIVE,Closed,2021-08-18,STOPPED OUT,-73,YES,,PFE,-730,PFE with a strong trigger.,,NO,NULL
73997,Buy Calls,PINS,PINS Dec 31 2020 75 Call (Weekly),,,2.85,5.35,75,0.85,,2020-12-09,,,ACTIVE,Closed,2020-12-09,STOPPED OUT,13,YES,,PINS,130,Breakout,,NO,NULL
73926,Buy Stock,PINS,PINS Mar 19 2021 73 Call,,,1.93,2.1,73,0.5,,2021-03-05,,,ACTIVE,Closed,2021-03-11,TARGET REACHED,9,YES,,PINS,90,It's time to prepare for next week.,,NO,NULL
74030,Buy Calls,PINS,PINS Nov 20 2020 65 Call,,,2.9,4.9,65,0.7,,2020-10-30,,,ACTIVE,Closed,2020-10-30,STOPPED OUT,-75,YES,,PINS,-750,Opportunity on this pullback has now triggered with PINS.,,NO,NULL
74062,Buy Calls,PINS,PINS Oct 2 2020 40 Call (Weekly),,,1.22,1.65,40,,,2020-09-15,,,ACTIVE,Closed,2020-09-22,TARGET REACHED,35,YES,,PINS,350,$40 plus and quickly.,,NO,NULL
74042,Buy Calls,PINS,PINS Oct 23 2020 47 Call (Weekly),,,1.05,2.1,46,0.25,,2020-10-09,,,ACTIVE,Closed,2020-10-19,STOPPED OUT,-67,YES,,PINS,-670,This should be a quick trade for us. Beauty of an indicator.,,NO,NULL
74089,Buy Calls,PINS,PINS Sep 18 2020 38 Call,,,1.47,2.27,38,0.5,,2020-08-13,,,ACTIVE,Closed,2020-08-19,TARGET REACHED,54,YES,,PINS,540,"PINS, tight since ER release.  Position is about to explode.  We begin to build our portfolio for next few weeks. ",,NO,NULL
74072,Buy Calls,PINS,PINS Sep 18 2020 41 Call,,,1.25,2.5,41,0.3,,2020-09-01,,,ACTIVE,Closed,2020-09-01,STOPPED OUT,-74,YES,,PINS,-740,PINS with a beauty of a technical developing.  We want in here.,,NO,NULL
